Volume m3,Ground Surface m2,Amount Buildings,Surface Build %,Inset 1,Inset 2,Inset 3,Inset 4,Inset 5,Inset 6,Inset 7,Inset 8,Inset 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Height 7,Height 8,Height 9,Roof 1,Roof 2,Roof 3,Roof 4,Roof 5,Roof 6,Roof 7,Roof 8,Roof 9
3301.51,354.06,6,22.1,0.3,0.45,0.0,0.55,0.76,0.0,0.42,0.0,0.8,7.13,8.71,0.0,9.33,9.37,0.0,11.58,0.0,9.17,1,0,0,1,0,0,1,0,0
4782.14,629.51,9,39.3,0.56,0.64,0.49,0.67,0.67,0.49,0.78,0.64,0.66,7.84,9.05,8.2,9.06,3.09,2.27,4.25,13.62,10.83,0,0,1,1,0,0,1,0,1
3578.44,568.34,8,35.5,0.59,0.65,0.61,0.65,0.35,0.0,0.41,0.88,0.74,11.67,7.46,10.42,5.03,4.27,0.0,11.72,2.02,4.98,0,1,0,1,1,0,1,1,1
4305.59,557.3,7,34.8,0.78,0.57,0.72,0.45,0.41,0.82,0.79,0.0,0.0,2.15,10.93,8.08,7.63,2.56,8.51,11.86,0.0,0.0,0,1,1,0,1,0,0,0,0
1350.34,111.81,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,0.0,0.0,0,0,0,0,0,0,0,0,0
3191.34,393.79,4,24.6,0.0,0.0,0.64,0.0,0.74,0.0,0.8,0.0,0.78,0.0,0.0,3.93,0.0,10.3,0.0,8.64,0.0,8.37,0,0,0,0,1,0,0,0,0
6001.41,560.07,8,35.0,0.66,0.75,0.4,0.81,0.0,0.46,0.63,0.6,0.62,11.65,13.74,10.76,10.68,0.0,2.25,10.27,7.18,13.67,1,1,0,0,0,1,0,1,0
654.72,55.59,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,0.0,0,0,0,0,0,0,0,0,0
697.65,58.32,1,3.6,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
558.27,110.73,1,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0,0,0,0,0,0,0,0,0
725.57,167.8,2,10.5,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0,1,0,0,0,0,0,0,1
2601.31,494.1,8,30.9,0.49,0.39,0.79,0.4,0.87,0.0,0.39,0.71,0.44,8.62,13.49,2.42,13.25,2.7,0.0,4.49,7.09,3.35,0,1,0,0,0,0,1,1,0
829.54,145.3,3,9.1,0.63,0.0,0.0,0.0,0.33,0.0,0.0,0.55,0.0,3.39,0.0,0.0,0.0,3.63,0.0,0.0,9.47,0.0,1,0,0,0,1,0,0,1,0
3455.61,471.97,7,29.5,0.0,0.53,0.71,0.0,0.38,0.48,0.58,0.67,0.84,0.0,8.42,7.67,0.0,12.92,5.83,2.05,9.68,6.97,0,0,1,0,1,1,0,1,1
1703.6,127.18,1,7.9,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
4216.5,350.62,7,21.9,0.3,0.39,0.44,0.0,0.87,0.62,0.0,0.33,0.53,11.63,13.03,12.02,0.0,13.97,11.12,0.0,11.75,7.8,0,0,1,0,0,1,0,1,1
2822.92,309.85,3,19.4,0.0,0.0,0.8,0.54,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.61,11.99,10.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
941.05,179.21,2,11.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,6.19,0.0,0.0,0.0,3.62,0.0,0,0,0,1,0,0,0,0,0
3277.36,475.93,7,29.7,0.75,0.81,0.54,0.51,0.69,0.4,0.0,0.0,0.53,13.0,3.6,2.93,5.63,10.15,5.24,0.0,0.0,3.01,0,0,0,1,1,0,0,0,0
2043.23,313.61,5,19.6,0.85,0.0,0.35,0.48,0.0,0.0,0.0,0.75,0.35,8.08,0.0,4.42,7.88,0.0,0.0,0.0,4.66,5.34,0,0,0,1,0,0,0,1,0
4310.29,441.73,8,27.6,0.6,0.35,0.42,0.59,0.59,0.87,0.42,0.43,0.0,9.99,6.57,9.75,3.99,11.13,10.98,13.32,11.32,0.0,1,1,1,1,0,1,0,0,0
6714.52,755.31,9,47.2,0.7,0.53,0.69,0.4,0.76,0.75,0.87,0.77,0.61,9.73,3.37,9.78,6.82,12.52,4.99,6.06,12.19,12.44,1,0,0,0,1,1,1,1,0
4082.7,599.26,8,37.5,0.0,0.37,0.69,0.54,0.83,0.45,0.5,0.81,0.82,0.0,4.97,10.91,3.46,8.3,11.25,13.03,3.9,3.42,0,1,1,0,1,0,0,0,0
3208.08,575.62,7,36.0,0.81,0.45,0.75,0.37,0.62,0.76,0.85,0.0,0.0,6.3,3.23,12.37,13.86,3.8,2.13,2.45,0.0,0.0,0,1,1,0,0,1,0,0,0
764.21,81.38,3,5.1,0.0,0.36,0.0,0.0,0.39,0.0,0.0,0.42,0.0,0.0,4.77,0.0,0.0,12.52,0.0,0.0,10.12,0.0,0,0,0,0,0,0,0,0,0
5344.26,550.26,8,34.4,0.53,0.0,0.42,0.67,0.83,0.37,0.66,0.71,0.66,6.17,0.0,4.37,13.77,12.88,13.07,3.99,11.87,7.26,1,0,1,0,1,0,1,1,1
755.35,56.32,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.41,0,0,0,0,0,0,0,0,0
6612.33,867.45,9,54.2,0.4,0.54,0.89,0.7,0.75,0.69,0.73,0.9,0.87,6.22,12.77,5.09,4.75,3.82,13.31,8.98,12.78,3.28,1,0,0,0,0,1,1,0,0
5523.52,626.19,9,39.1,0.51,0.84,0.45,0.44,0.39,0.87,0.65,0.84,0.36,8.77,2.26,8.05,10.95,3.31,13.92,10.46,10.25,6.6,0,1,1,0,1,0,1,0,0
2197.08,469.27,5,29.3,0.64,0.0,0.6,0.75,0.0,0.9,0.0,0.71,0.0,6.99,0.0,7.42,5.02,0.0,3.34,0.0,2.63,0.0,0,0,0,1,0,1,0,1,0
4025.42,428.0,6,26.8,0.55,0.0,0.57,0.45,0.88,0.0,0.0,0.33,0.84,9.13,0.0,9.2,13.03,4.65,0.0,0.0,12.12,13.38,1,0,1,1,0,0,0,0,0
1573.62,331.51,4,20.7,0.66,0.52,0.66,0.85,0.0,0.0,0.0,0.0,0.0,5.82,4.78,5.38,3.71,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0
2174.97,350.62,6,21.9,0.0,0.44,0.47,0.0,0.43,0.35,0.87,0.0,0.71,0.0,12.85,11.19,0.0,5.64,8.89,5.48,0.0,2.1,0,1,1,0,1,0,0,0,0
3332.93,334.31,3,20.9,0.0,0.84,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.0,8.03,11.1,11.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1586.65,184.83,3,11.6,0.0,0.6,0.0,0.76,0.0,0.0,0.32,0.0,0.0,0.0,8.8,0.0,7.85,0.0,0.0,12.04,0.0,0.0,0,0,0,0,0,0,1,0,0
3687.31,614.44,8,38.4,0.51,0.0,0.5,0.59,0.62,0.82,0.8,0.81,0.48,3.11,0.0,2.76,7.15,6.77,6.28,2.85,7.99,12.08,1,0,1,1,1,1,1,1,0
3862.21,421.56,8,26.3,0.36,0.89,0.34,0.56,0.54,0.51,0.34,0.6,0.0,12.92,13.11,8.36,2.42,6.33,10.64,9.6,6.32,0.0,1,1,1,1,0,0,0,1,0
1097.05,233.89,3,14.6,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.52,0.82,0.0,0.0,2.68,0.0,0.0,0.0,0.0,8.16,4.46,0,0,0,0,0,0,0,0,1
1653.5,199.75,5,12.5,0.0,0.67,0.33,0.0,0.0,0.39,0.48,0.0,0.42,0.0,3.09,4.44,0.0,0.0,13.17,12.39,0.0,13.97,0,0,1,0,0,1,1,0,0
4751.69,448.39,6,28.0,0.43,0.35,0.42,0.75,0.0,0.0,0.82,0.0,0.9,7.23,13.84,10.59,12.79,0.0,0.0,13.34,0.0,7.06,1,1,1,1,0,0,0,0,1
5213.94,506.71,6,31.7,0.56,0.89,0.0,0.0,0.5,0.41,0.87,0.76,0.0,10.86,11.83,0.0,0.0,6.65,4.73,13.1,7.36,0.0,1,1,0,0,0,0,1,0,0
739.13,87.59,1,5.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1056.61,167.96,3,10.5,0.0,0.48,0.0,0.49,0.69,0.0,0.0,0.0,0.0,0.0,7.82,0.0,9.24,4.04,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
860.92,106.7,2,6.7,0.0,0.0,0.0,0.66,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,5.72,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
1242.22,92.52,1,5.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1903.08,217.17,3,13.6,0.87,0.0,0.33,0.59,0.0,0.0,0.0,0.0,0.0,8.78,0.0,9.89,8.38,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0
3297.56,444.77,7,27.8,0.64,0.62,0.69,0.0,0.37,0.44,0.51,0.8,0.0,4.94,10.68,11.47,0.0,3.23,9.35,6.59,4.63,0.0,0,1,0,0,1,0,1,1,0
4121.0,485.95,8,30.4,0.45,0.73,0.77,0.0,0.36,0.67,0.53,0.43,0.59,6.2,9.42,7.01,0.0,7.61,6.22,9.43,13.94,10.38,1,0,1,0,1,0,0,0,0
1850.74,327.63,4,20.5,0.51,0.0,0.0,0.0,0.0,0.51,0.0,0.9,0.72,7.31,0.0,0.0,0.0,0.0,3.84,0.0,2.31,10.91,1,0,0,0,0,1,0,0,1
3726.79,383.49,6,24.0,0.57,0.0,0.84,0.55,0.42,0.0,0.0,0.32,0.75,6.28,0.0,12.23,4.24,8.75,0.0,0.0,8.45,12.02,1,0,0,0,0,0,0,0,0
1193.43,91.13,1,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0,0,0,0,0,0,0,0,0
1666.69,171.96,2,10.7,0.0,0.0,0.66,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,6.56,0.0,0.0,12.26,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
5257.73,607.02,8,37.9,0.41,0.83,0.0,0.66,0.74,0.81,0.34,0.75,0.49,3.45,9.87,0.0,6.43,10.8,11.6,13.7,5.23,5.53,1,0,0,1,1,1,1,1,1
5574.82,658.61,9,41.2,0.37,0.69,0.66,0.52,0.74,0.78,0.89,0.46,0.48,6.36,9.45,2.44,8.14,8.77,9.89,10.61,3.03,12.7,0,1,1,0,1,0,1,0,0
4380.47,477.64,7,29.9,0.0,0.67,0.32,0.61,0.64,0.0,0.73,0.35,0.83,0.0,13.06,11.11,5.03,10.77,0.0,8.06,3.46,9.48,0,0,0,0,0,0,0,1,1
3501.65,443.97,6,27.7,0.0,0.0,0.76,0.0,0.74,0.65,0.6,0.37,0.67,0.0,0.0,11.44,0.0,3.2,13.46,7.97,10.06,3.11,0,0,1,0,0,0,0,1,0
2734.72,349.93,4,21.9,0.0,0.7,0.77,0.35,0.0,0.87,0.0,0.0,0.0,0.0,9.53,12.35,7.99,0.0,3.14,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0
4538.05,570.58,7,35.7,0.0,0.68,0.82,0.6,0.0,0.36,0.68,0.81,0.69,0.0,6.7,5.94,12.73,0.0,5.09,11.86,9.39,3.37,0,1,0,0,0,0,0,0,0
2389.24,264.94,4,16.6,0.0,0.0,0.0,0.84,0.0,0.45,0.0,0.67,0.37,0.0,0.0,0.0,9.96,0.0,4.48,0.0,10.83,5.11,0,0,0,1,0,1,0,0,1
2421.08,382.36,7,23.9,0.39,0.31,0.47,0.0,0.0,0.42,0.86,0.74,0.46,5.94,7.91,3.0,0.0,0.0,9.46,7.64,2.07,13.48,0,1,0,0,0,0,0,0,0
3366.19,331.65,6,20.7,0.0,0.6,0.35,0.33,0.42,0.0,0.58,0.0,0.87,0.0,10.42,2.99,3.86,13.46,0.0,4.75,0.0,13.7,0,1,0,1,1,0,0,0,1
5575.78,697.65,9,43.6,0.37,0.72,0.35,0.39,0.87,0.73,0.44,0.85,0.88,7.54,12.65,4.97,13.58,5.81,7.46,10.81,8.69,5.51,0,1,1,1,1,1,1,1,0
4572.56,499.72,7,31.2,0.58,0.0,0.45,0.88,0.0,0.57,0.74,0.63,0.48,11.84,0.0,9.23,6.99,0.0,4.38,13.83,7.97,10.17,0,0,0,1,0,1,1,1,1
535.63,89.28,1,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,0,0,0,0,0,0
601.3,93.61,2,5.9,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,4.16,0.0,0,0,0,1,0,0,0,0,0
136.39,41.9,1,2.6,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2057.21,239.02,2,14.9,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,12.17,0,1,0,0,0,0,0,0,0
3266.67,330.36,5,20.6,0.0,0.46,0.0,0.0,0.71,0.47,0.57,0.77,0.0,0.0,8.57,0.0,0.0,13.61,12.67,13.09,4.46,0.0,0,0,0,0,1,1,1,0,0
3399.83,463.66,6,29.0,0.0,0.0,0.53,0.49,0.88,0.83,0.0,0.42,0.66,0.0,0.0,5.51,11.77,3.8,10.53,0.0,6.45,7.63,0,0,0,1,1,1,0,0,1
3189.91,428.71,7,26.8,0.4,0.59,0.48,0.79,0.0,0.73,0.5,0.52,0.0,11.97,12.31,5.97,2.94,0.0,8.21,5.79,9.92,0.0,0,1,1,0,0,1,0,0,0
4920.02,556.64,8,34.8,0.8,0.82,0.0,0.35,0.7,0.61,0.49,0.7,0.34,5.66,11.71,0.0,6.49,9.62,12.42,6.04,6.54,12.87,0,1,0,1,1,0,0,0,0
401.3,86.32,2,5.4,0.48,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,5.62,0.0,0.0,1,0,0,0,0,0,1,0,0
2883.42,329.65,6,20.6,0.38,0.0,0.0,0.58,0.0,0.57,0.48,0.49,0.76,8.74,0.0,0.0,5.74,0.0,8.66,8.04,5.89,12.1,1,0,0,1,0,1,1,1,0
445.96,85.64,2,5.4,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0,4.23,0.0,0,0,0,1,0,0,0,0,0
316.72,27.36,1,1.7,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5757.59,586.76,7,36.7,0.59,0.63,0.85,0.0,0.78,0.0,0.64,0.41,0.8,6.58,12.06,13.16,0.0,12.6,0.0,4.75,10.81,6.71,1,0,1,0,0,0,0,1,0
360.72,34.06,1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,0.0,0.0,0,0,0,0,0,0,0,0,0
4307.37,382.26,5,23.9,0.0,0.0,0.7,0.0,0.67,0.64,0.73,0.51,0.0,0.0,0.0,8.47,0.0,12.11,11.8,11.69,13.41,0.0,0,0,0,0,0,1,1,1,0
3735.45,522.2,7,32.6,0.69,0.56,0.62,0.58,0.0,0.79,0.78,0.0,0.42,3.05,8.56,12.91,11.54,0.0,6.63,3.29,0.0,9.93,1,1,0,0,0,1,0,0,1
1483.7,239.25,4,15.0,0.35,0.0,0.0,0.78,0.0,0.0,0.36,0.0,0.7,3.15,0.0,0.0,5.73,0.0,0.0,4.85,0.0,7.95,1,0,0,1,0,0,1,0,1
3071.01,357.06,8,22.3,0.36,0.0,0.51,0.49,0.3,0.44,0.44,0.74,0.6,2.95,0.0,6.3,12.56,5.92,4.89,3.63,9.52,13.68,0,0,1,1,1,0,0,0,0
1891.38,275.65,5,17.2,0.35,0.43,0.52,0.0,0.0,0.44,0.0,0.0,0.88,13.77,11.85,9.75,0.0,0.0,7.9,0.0,0.0,3.36,0,0,0,0,0,1,0,0,1
2651.71,431.63,6,27.0,0.89,0.0,0.69,0.55,0.42,0.6,0.0,0.57,0.0,3.81,0.0,11.22,4.0,13.4,4.07,0.0,4.75,0.0,0,0,1,0,1,0,0,1,0
3311.16,400.92,8,25.1,0.39,0.37,0.0,0.4,0.87,0.4,0.55,0.44,0.63,6.82,9.96,0.0,10.6,6.32,8.47,8.65,7.97,10.75,1,1,0,1,1,0,1,0,1
3073.98,597.57,9,37.3,0.54,0.7,0.3,0.73,0.52,0.62,0.63,0.6,0.74,11.27,3.42,8.89,8.01,3.17,7.45,2.25,2.68,3.02,0,0,0,1,0,0,1,0,1
1291.38,181.52,5,11.3,0.0,0.0,0.0,0.6,0.0,0.57,0.31,0.33,0.35,0.0,0.0,0.0,5.13,0.0,7.91,7.84,13.85,4.15,0,0,0,0,0,1,0,1,0
1523.22,157.36,4,9.8,0.45,0.0,0.0,0.0,0.41,0.0,0.59,0.0,0.41,11.15,0.0,0.0,0.0,3.98,0.0,12.51,0.0,7.82,1,0,0,0,1,0,1,0,1
2358.93,457.69,6,28.6,0.76,0.41,0.0,0.8,0.4,0.0,0.83,0.0,0.59,3.79,7.09,0.0,8.95,4.26,0.0,3.17,0.0,3.75,1,1,0,1,1,0,0,0,0
1622.24,296.02,5,18.5,0.0,0.55,0.0,0.65,0.41,0.0,0.36,0.8,0.0,0.0,5.05,0.0,11.26,4.18,0.0,5.31,2.28,0.0,0,0,0,0,1,0,1,0,0
786.47,125.57,4,7.8,0.0,0.45,0.0,0.0,0.41,0.49,0.0,0.31,0.0,0.0,8.57,0.0,0.0,2.13,5.25,0.0,10.92,0.0,0,1,0,0,0,0,0,0,0
2669.78,395.61,7,24.7,0.58,0.63,0.0,0.34,0.31,0.46,0.54,0.0,0.88,10.1,4.56,0.0,4.35,10.22,4.96,6.35,0.0,6.98,0,1,0,1,1,0,1,0,0
2881.02,362.09,6,22.6,0.71,0.43,0.53,0.0,0.71,0.0,0.52,0.0,0.55,5.77,13.09,7.03,0.0,9.66,0.0,8.18,0.0,6.24,1,1,1,0,1,0,0,0,1
5712.4,548.34,9,34.3,0.49,0.85,0.55,0.33,0.68,0.36,0.61,0.69,0.51,5.8,12.59,13.98,5.11,10.84,13.77,11.28,4.55,13.68,0,0,0,1,0,0,0,0,0
7302.67,858.91,9,53.7,0.49,0.83,0.9,0.46,0.74,0.89,0.76,0.43,0.88,12.56,13.26,6.12,13.4,4.06,5.67,12.94,5.53,7.59,0,0,1,0,1,0,1,0,1
4486.2,581.67,7,36.4,0.0,0.86,0.51,0.87,0.0,0.48,0.85,0.48,0.58,0.0,7.54,11.15,4.96,0.0,4.06,13.55,3.13,4.87,0,0,0,1,0,0,1,0,0
77.43,35.65,1,2.2,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3422.29,392.12,8,24.5,0.32,0.68,0.37,0.31,0.47,0.0,0.79,0.65,0.37,10.86,11.96,12.05,13.15,4.82,0.0,7.68,7.68,4.04,1,0,1,0,1,0,1,1,1
5044.73,660.7,9,41.3,0.74,0.8,0.8,0.86,0.44,0.33,0.58,0.58,0.4,13.87,4.35,7.21,7.48,5.95,10.67,2.79,10.24,6.34,0,1,0,1,1,1,0,1,1
954.02,111.99,3,7.0,0.0,0.0,0.0,0.0,0.5,0.0,0.34,0.0,0.52,0.0,0.0,0.0,0.0,7.2,0.0,4.88,0.0,11.31,0,0,0,0,0,0,1,0,0
5829.62,684.62,8,42.8,0.0,0.48,0.71,0.85,0.56,0.81,0.44,0.8,0.77,0.0,3.16,11.5,13.41,6.89,11.22,4.66,6.91,2.79,0,1,0,0,0,1,0,0,1
3069.86,506.09,7,31.6,0.0,0.36,0.77,0.87,0.54,0.76,0.43,0.55,0.0,0.0,3.23,3.46,5.4,10.67,2.58,12.31,12.5,0.0,0,1,0,0,1,1,1,0,0
129.73,40.86,2,2.6,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,3.69,0,0,0,0,0,1,0,0,1
1033.11,140.59,4,8.8,0.0,0.0,0.54,0.36,0.0,0.0,0.0,0.47,0.38,0.0,0.0,6.82,7.43,0.0,0.0,0.0,10.38,3.7,0,0,0,1,0,0,0,0,0
417.84,52.07,1,3.3,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3168.1,468.57,8,29.3,0.0,0.36,0.6,0.65,0.53,0.46,0.69,0.49,0.73,0.0,4.26,13.13,8.11,11.84,7.76,5.16,2.88,2.04,0,0,1,1,1,1,0,1,0
2397.8,353.41,7,22.1,0.39,0.41,0.0,0.61,0.79,0.59,0.46,0.34,0.0,11.62,2.39,0.0,2.67,12.14,5.8,2.21,2.36,0.0,1,0,0,0,0,1,1,1,0
4307.97,540.89,9,33.8,0.78,0.32,0.58,0.33,0.81,0.49,0.31,0.32,0.89,3.97,2.22,12.46,11.79,13.54,4.48,5.91,8.8,5.92,0,1,1,1,1,0,0,0,0
5104.84,556.3,7,34.8,0.4,0.0,0.82,0.79,0.88,0.0,0.5,0.64,0.5,4.37,0.0,8.11,12.77,6.3,0.0,10.27,12.95,7.7,0,0,0,0,1,0,1,0,1
5494.53,706.86,9,44.2,0.42,0.61,0.61,0.84,0.52,0.72,0.71,0.85,0.58,5.19,10.55,6.24,7.43,2.83,10.53,8.54,9.32,3.67,1,0,0,1,0,0,1,0,0
2328.98,268.6,5,16.8,0.0,0.0,0.0,0.57,0.34,0.73,0.63,0.0,0.38,0.0,0.0,0.0,2.96,7.74,13.75,9.24,0.0,2.31,0,0,0,0,0,0,1,0,0
2151.79,213.08,5,13.3,0.44,0.0,0.66,0.35,0.59,0.0,0.0,0.0,0.32,12.94,0.0,8.3,13.18,10.61,0.0,0.0,0.0,6.98,0,0,0,1,0,0,0,0,1
3201.15,443.56,5,27.7,0.85,0.0,0.61,0.86,0.73,0.36,0.0,0.0,0.0,2.85,0.0,8.11,5.15,13.87,13.17,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0
3658.05,475.34,4,29.7,0.0,0.0,0.0,0.0,0.89,0.86,0.7,0.81,0.0,0.0,0.0,0.0,0.0,6.4,13.44,5.31,4.58,0.0,0,0,0,0,1,0,0,1,0
1758.18,184.51,3,11.5,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.43,0.31,0.0,0.0,0.0,0.0,0.0,8.56,0.0,13.97,8.67,0,0,0,0,0,0,0,1,0
6288.92,795.99,9,49.7,0.89,0.76,0.88,0.32,0.52,0.63,0.59,0.9,0.63,2.01,12.77,12.78,3.88,7.16,10.71,4.96,5.73,8.71,1,0,0,1,0,0,0,0,0
1075.44,113.88,2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.59,7.02,0,0,0,0,0,0,0,1,0
3768.79,466.76,4,29.2,0.0,0.0,0.0,0.64,0.0,0.82,0.88,0.88,0.0,0.0,0.0,0.0,4.48,0.0,7.94,7.47,10.69,0.0,0,0,0,1,0,0,0,1,0
2700.86,392.66,8,24.5,0.38,0.0,0.32,0.42,0.31,0.6,0.57,0.73,0.68,3.87,0.0,2.1,4.43,3.74,5.54,9.74,8.8,7.22,1,0,1,1,1,0,1,1,0
514.8,67.93,2,4.2,0.39,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,10.18,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
5714.1,653.2,9,40.8,0.71,0.79,0.59,0.73,0.82,0.49,0.4,0.6,0.46,9.9,7.51,10.56,6.21,9.29,11.71,7.44,6.64,12.74,0,0,0,1,0,0,0,0,1
2151.44,253.63,3,15.9,0.69,0.0,0.0,0.0,0.0,0.79,0.57,0.0,0.0,11.04,0.0,0.0,0.0,0.0,5.96,9.46,0.0,0.0,0,0,0,0,0,0,1,0,0
5898.01,662.49,7,41.4,0.75,0.82,0.86,0.47,0.52,0.0,0.67,0.9,0.0,10.25,10.12,10.7,7.5,10.62,0.0,4.81,7.41,0.0,0,0,1,0,0,0,1,1,0
4196.03,600.93,9,37.6,0.71,0.71,0.74,0.57,0.73,0.31,0.44,0.57,0.59,3.51,6.28,6.87,11.21,6.89,9.41,8.08,8.66,6.49,0,1,1,1,0,1,0,0,0
987.22,113.78,2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,8.39,0.0,9.05,0,0,0,0,0,0,1,0,1
195.55,23.8,1,1.5,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2985.18,464.66,6,29.0,0.63,0.54,0.0,0.79,0.31,0.86,0.0,0.68,0.0,4.37,9.77,0.0,2.05,8.29,10.88,0.0,4.43,0.0,1,0,0,1,0,1,0,1,0
4111.7,390.41,7,24.4,0.42,0.0,0.79,0.3,0.61,0.74,0.0,0.42,0.44,8.9,0.0,12.98,13.09,8.84,9.6,0.0,5.19,13.71,0,0,1,1,0,0,0,1,0
2726.22,426.32,4,26.6,0.65,0.73,0.85,0.85,0.0,0.0,0.0,0.0,0.0,3.6,11.81,7.71,2.74,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
1725.28,305.28,5,19.1,0.38,0.0,0.59,0.0,0.0,0.66,0.43,0.78,0.0,2.15,0.0,4.84,0.0,0.0,9.44,4.38,4.61,0.0,1,0,0,0,0,1,0,1,0
1106.74,315.39,6,19.7,0.0,0.57,0.0,0.0,0.61,0.67,0.42,0.43,0.52,0.0,3.5,0.0,0.0,2.64,2.99,6.39,5.31,2.47,0,1,0,0,1,0,1,0,0
138.55,18.61,1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,0,0,0,0,0,0,0,0,0
